source_file	source_family	source_block_id	block_kind	source_selector	source_title_or_pattern	destination	destination_title	action	precedence	coverage_rule	canonical_source	notes	audit_status
theory-of-complex-analysis-series.tex	COMPLEX_ANALYSIS	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	IV/03	Power Series and Analytic Functions	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T01.SECTION	SECTION_OR_SUBSECTION	topology|open set|closed set	topological prerequisites	II/04	Open and Closed Sets	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T02.SECTION	SECTION_OR_SUBSECTION	compact|connected	compactness connectedness	II/06	Compactness	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T03.SECTION	SECTION_OR_SUBSECTION	winding|homotopy of curves	winding/topological complex bridge	IV/12	Winding Numbers and the Argument Principle	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(topology|open set|closed set)	problem|exercise|solution|worked problem	II/04	Open and Closed Sets	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(topology|open set|closed set)	definition|theorem|lemma|proposition|corollary|remark|warning|example	II/04	Open and Closed Sets	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(compact|connected)	problem|exercise|solution|worked problem	II/06	Compactness	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(compact|connected)	definition|theorem|lemma|proposition|corollary|remark|warning|example	II/06	Compactness	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(winding|homotopy of curves)	problem|exercise|solution|worked problem	IV/12	Winding Numbers and the Argument Principle	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(winding|homotopy of curves)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/12	Winding Numbers and the Argument Principle	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis-topology.tex	COMPLEX_ANALYSIS	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	II/04	Open and Closed Sets	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T01.SECTION	SECTION_OR_SUBSECTION	complex differentiable|derivative	complex differentiability	IV/01	Complex Differentiability	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T02.SECTION	SECTION_OR_SUBSECTION	Cauchy-Riemann|Wirtinger	Cauchy-Riemann	IV/02	Cauchy–Riemann Equations	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T03.SECTION	SECTION_OR_SUBSECTION	analytic|power series	analytic power series	IV/03	Power Series and Analytic Functions	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T04.SECTION	SECTION_OR_SUBSECTION	complex integral|contour integral	complex integration	IV/04	Complex Integration	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T05.SECTION	SECTION_OR_SUBSECTION	Cauchy theorem|Goursat	Cauchy theorem	IV/05	Cauchy's Theorem	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T06.SECTION	SECTION_OR_SUBSECTION	Cauchy integral formula	Cauchy integral formula	IV/06	Cauchy's Integral Formula	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(complex differentiable|derivative)	problem|exercise|solution|worked problem	IV/01	Complex Differentiability	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(complex differentiable|derivative)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/01	Complex Differentiability	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Cauchy-Riemann|Wirtinger)	problem|exercise|solution|worked problem	IV/02	Cauchy–Riemann Equations	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Cauchy-Riemann|Wirtinger)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/02	Cauchy–Riemann Equations	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(analytic|power series)	problem|exercise|solution|worked problem	IV/03	Power Series and Analytic Functions	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(analytic|power series)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/03	Power Series and Analytic Functions	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(complex integral|contour integral)	problem|exercise|solution|worked problem	IV/04	Complex Integration	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(complex integral|contour integral)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/04	Complex Integration	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Cauchy theorem|Goursat)	problem|exercise|solution|worked problem	IV/05	Cauchy's Theorem	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Cauchy theorem|Goursat)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/05	Cauchy's Theorem	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T06.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Cauchy integral formula)	problem|exercise|solution|worked problem	IV/06	Cauchy's Integral Formula	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	T06.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Cauchy integral formula)	definition|theorem|lemma|proposition|corollary|remark|warning|example	IV/06	Cauchy's Integral Formula	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-complex-analysis.tex	COMPLEX_ANALYSIS	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	IV/01	Complex Differentiability	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	topological manifold|Hausdorff|second countable	topological manifolds	VII/01	Topological Manifolds	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	chart|atlas|smooth structure	smooth charts atlases	VII/02	Smooth Structures and Atlases	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T03.SECTION	SECTION_OR_SUBSECTION	smooth map|diffeomorphism	smooth maps diffeomorphisms	VII/03	Smooth Maps and Diffeomorphisms	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T04.SECTION	SECTION_OR_SUBSECTION	tangent space|derivation	tangent spaces	VII/04	Tangent Spaces	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T05.SECTION	SECTION_OR_SUBSECTION	cotangent|covector	cotangent spaces	VII/05	Cotangent Spaces	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T06.SECTION	SECTION_OR_SUBSECTION	submanifold|product manifold	submanifolds products	VII/06	Submanifolds and Products	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T07.SECTION	SECTION_OR_SUBSECTION	vector bundle|bundle chart	vector bundles	VII/07	Vector Bundles	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(topological manifold|Hausdorff|second countable)	problem|exercise|solution|worked problem	VII/01	Topological Manifolds	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(topological manifold|Hausdorff|second countable)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/01	Topological Manifolds	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(chart|atlas|smooth structure)	problem|exercise|solution|worked problem	VII/02	Smooth Structures and Atlases	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(chart|atlas|smooth structure)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/02	Smooth Structures and Atlases	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(smooth map|diffeomorphism)	problem|exercise|solution|worked problem	VII/03	Smooth Maps and Diffeomorphisms	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(smooth map|diffeomorphism)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/03	Smooth Maps and Diffeomorphisms	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(tangent space|derivation)	problem|exercise|solution|worked problem	VII/04	Tangent Spaces	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(tangent space|derivation)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/04	Tangent Spaces	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(cotangent|covector)	problem|exercise|solution|worked problem	VII/05	Cotangent Spaces	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(cotangent|covector)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/05	Cotangent Spaces	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T06.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(submanifold|product manifold)	problem|exercise|solution|worked problem	VII/06	Submanifolds and Products	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T06.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(submanifold|product manifold)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/06	Submanifolds and Products	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T07.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(vector bundle|bundle chart)	problem|exercise|solution|worked problem	VII/07	Vector Bundles	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	T07.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(vector bundle|bundle chart)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/07	Vector Bundles	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-1.tex	DIFFERENTIAL_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VII/01	Topological Manifolds	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-differential-geometry-2--math-alls-2.tex	DIFFERENTIAL_GEOMETRY	ARCHIVE.ALL	ENTIRE_FILE	*	all blocks	ARCHIVE_VARIANT	Archive — provenance variant	ARCHIVE_VARIANT	1000	WHOLE_FILE	NO	Preserve for provenance/diff only. Preferred comparison source: theory-of-differential-geometry-2.tex. Migrate only if a repo-local diff proves unique mathematics.	ARCHIVE_CLASSIFIED
theory-of-differential-geometry-2--math-alls-3.tex	DIFFERENTIAL_GEOMETRY	ARCHIVE.ALL	ENTIRE_FILE	*	all blocks	ARCHIVE_VARIANT	Archive — provenance variant	ARCHIVE_VARIANT	1000	WHOLE_FILE	NO	Preserve for provenance/diff only. Preferred comparison source: theory-of-differential-geometry-2.tex. Migrate only if a repo-local diff proves unique mathematics.	ARCHIVE_CLASSIFIED
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	differential form|exterior derivative	differential forms	VII/09	Differential Forms	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	orientation|integration on manifold	orientation integration	VII/10	Orientation and Integration	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T03.SECTION	SECTION_OR_SUBSECTION	Stokes	Stokes theorem	VII/11	Stokes' Theorem	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T04.SECTION	SECTION_OR_SUBSECTION	connection|covariant derivative	connections	VII/21	Connections	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T05.SECTION	SECTION_OR_SUBSECTION	horizontal lift|parallel transport	horizontal lift	VII/24	Parallel Transport	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(differential form|exterior derivative)	problem|exercise|solution|worked problem	VII/09	Differential Forms	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(differential form|exterior derivative)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/09	Differential Forms	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(orientation|integration on manifold)	problem|exercise|solution|worked problem	VII/10	Orientation and Integration	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(orientation|integration on manifold)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/10	Orientation and Integration	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Stokes)	problem|exercise|solution|worked problem	VII/11	Stokes' Theorem	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Stokes)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/11	Stokes' Theorem	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(connection|covariant derivative)	problem|exercise|solution|worked problem	VII/21	Connections	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(connection|covariant derivative)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/21	Connections	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(horizontal lift|parallel transport)	problem|exercise|solution|worked problem	VII/24	Parallel Transport	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(horizontal lift|parallel transport)	definition|theorem|lemma|proposition|corollary|remark|warning|example	VII/24	Parallel Transport	MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-2.tex	DIFFERENTIAL_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	VII/09	Differential Forms	MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-differential-geometry-3.tex	DIFFERENTIAL_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	vector space|linear map|basis|eigen	mislabelled linear algebra	I/01	Scalars, Vectors and Linear Combinations	RECLASSIFY_AND_MIGRATE	100	EXPLICIT_SELECTOR	YES	Content is linear algebra despite filename. Migrate unique material to Vol I.; compare with dedicated Linear Algebra sources; filename is misleading	CURATED_TOPIC_MAP
theory-of-differential-geometry-3.tex	DIFFERENTIAL_GEOMETRY	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(vector space|linear map|basis|eigen)	problem|exercise|solution|worked problem	I/01	Scalars, Vectors and Linear Combinations	RECLASSIFY_AND_MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All problem/exercise/solution blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-3.tex	DIFFERENTIAL_GEOMETRY	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(vector space|linear map|basis|eigen)	definition|theorem|lemma|proposition|corollary|remark|warning|example	I/01	Scalars, Vectors and Linear Combinations	RECLASSIFY_AND_MIGRATE	90	INHERIT_FROM_MATCHED_SECTION	YES	All theorem-like blocks under the matched thematic section inherit this destination.	EXHAUSTIVE_BY_INHERITANCE
theory-of-differential-geometry-3.tex	DIFFERENTIAL_GEOMETRY	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	I/01	Scalars, Vectors and Linear Combinations	RECLASSIFY_AND_MIGRATE	10	FILE_FALLBACK	YES	Safety-net destination. During chapter reconstruction, split any false-positive block before deleting the legacy file.	COVERED_PENDING_INSTANCE_DIFF
theory-of-differential-geometry-4.tex	DIFFERENTIAL_GEOMETRY	T01.SECTION	SECTION_OR_SUBSECTION	affine variety|algebraic set	affine varieties	VI/01	Algebraic Sets	MIGRATE	100	EXPLICIT_SELECTOR	YES	mislabelled AG	CURATED_TOPIC_MAP
theory-of-differential-geometry-4.tex	DIFFERENTIAL_GEOMETRY	T02.SECTION	SECTION_OR_SUBSECTION	Zariski	Zariski topology	VI/02	The Zariski Topology	MIGRATE	100	EXPLICIT_SELECTOR	YES		CURATED_TOPIC_MAP
