chapter_code	source_file	source_block_id	block_kind	source_selector	action	precedence	audit_status	legacy_source_exists	canonical_target	resolution
VI/46	theory-of-algebraic-geometry-11.tex	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(flabby|flasque)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/46	theory-of-algebraic-geometry-11.tex	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	MIGRATE	10	COVERED_PENDING_INSTANCE_DIFF	YES	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/47	theory-of-algebraic-geometry-11.tex	T02.SECTION	SECTION_OR_SUBSECTION	Čech|Cech	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/47	theory-of-algebraic-geometry-11.tex	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Čech|Cech)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/47	theory-of-algebraic-geometry-11.tex	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Čech|Cech)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/48	theory-of-algebraic-geometry-11.tex	T03.SECTION	SECTION_OR_SUBSECTION	long exact|cohomology exact	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/48	theory-of-algebraic-geometry-11.tex	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(long exact|cohomology exact)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/48	theory-of-algebraic-geometry-11.tex	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(long exact|cohomology exact)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/49	theory-of-algebraic-geometry-11.tex	T04.SECTION	SECTION_OR_SUBSECTION	acyclic|vanishing|flabby resolution	MIGRATE	100	CURATED_TOPIC_MAP	YES	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/49	theory-of-algebraic-geometry-11.tex	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(acyclic|vanishing|flabby resolution)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
VI/49	theory-of-algebraic-geometry-11.tex	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(acyclic|vanishing|flabby resolution)	MIGRATE	90	EXHAUSTIVE_BY_INHERITANCE	YES	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex	RESOLVED_TO_ACTIVE_CANONICAL_CHAPTER
